gender,age,married,city,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn_value,churn_score,cltv,churn_reason,referred_a_friend,number_of_referrals,offer,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,streaming_music,unlimited_data,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_category,cluster,customer_id,months_to_churn
Male,23,1,San Bruno,10,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,57,3778,,1,3,Offer D,39.35,None,0,0,0,19.6,189.45,0.0,0,393.5,582.95,5,0,,Minimalist,3146-JTQHR,80.0
Female,56,0,San Carlos,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,0,62,3810,,0,0,Offer E,49.66,None,0,0,0,20.05,96.8,0.0,0,347.62,444.42,5,0,,Minimalist,4291-YZODP,46.0
Female,63,1,South San Francisco,24,1,1,DSL,1,0,1,0,1,1,Two year,0,Credit card (automatic),0,30,2939,,1,8,Offer C,21.43,DSL,56,1,1,78.6,1846.65,0.0,0,514.3199999999999,2360.9700000000003,4,0,,Heavyweight,6427-FEFIG,80.0
Female,25,1,Sunnyvale,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,52,6252,,1,2,None,16.01,Fiber Optic,59,1,1,116.8,8456.75,0.0,0,1152.72,9609.47,3,0,,Heavyweight,0017-IUDMW,80.0
Male,29,0,Sunnyvale,21,0,0,DSL,1,0,0,1,1,0,Month-to-month,1,Mailed check,0,63,5808,,0,0,Offer D,0.0,DSL,26,0,1,43.55,1011.5,0.0,0,0.0,1011.5,4,0,,Vanilla,8706-HRADD,28.0
Male,23,1,Sunnyvale,69,0,0,DSL,0,1,1,1,1,1,One year,1,Credit card (automatic),0,63,5683,,1,7,None,0.0,DSL,42,1,1,60.8,4263.4,0.0,0,0.0,4263.4,4,0,,Heavyweight,9955-QOPOY,80.0
Male,58,1,San Francisco,44,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),0,21,4412,,1,4,None,46.54,DSL,52,0,0,54.9,2549.1,0.0,130,2047.76,4726.86,4,0,,Vanilla,4385-ZKVNW,23.0
Male,21,1,San Francisco,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,0,57,4773,,1,10,None,14.19,Fiber Optic,71,1,1,108.2,7840.6,0.0,0,1021.68,8862.28,4,0,,Heavyweight,9031-ZVQPT,80.0
Male,55,0,San Francisco,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),0,68,4200,,0,0,None,45.41,Cable,20,1,1,92.0,6632.75,0.0,0,3269.5199999999995,9902.27,3,0,,Heavyweight,2990-IAJSV,80.0
Male,26,0,San Francisco,7,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,54,4868,,0,0,Offer E,45.13,None,0,0,0,25.05,152.95,0.0,0,315.91,468.86,5,0,,Minimalist,9027-YFHQJ,19.0
Female,64,0,San Francisco,48,1,0,Fiber optic,0,1,0,0,0,0,One year,0,Electronic check,0,75,3345,,0,0,None,41.26,Fiber Optic,23,0,1,75.15,3772.65,0.0,0,1980.48,5753.13,4,0,,Price Sensitive,5176-LDKUH,24.0
Male,43,1,San Francisco,55,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,0,64,5067,,1,5,None,36.23,None,0,0,0,19.5,1026.35,0.0,0,1992.65,3019.0,4,0,,Minimalist,4644-OBGFZ,80.0
Male,50,0,San Francisco,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),0,47,5626,,0,0,Offer E,16.36,None,0,0,0,19.3,19.3,0.0,0,16.36,35.66,5,0,,Minimalist,7926-IJOOU,20.0
Male,57,0,San Francisco,45,1,0,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),0,74,3091,,0,0,None,28.72,Fiber Optic,3,1,1,112.2,5031.85,0.0,0,1292.4,6324.25,3,0,,Heavyweight,6480-YAGIY,80.0
Male,35,0,San Francisco,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,67,4275,,0,0,None,9.74,Fiber Optic,27,0,1,70.3,220.4,0.0,0,29.22,249.62,4,0,,Price Sensitive,4029-HPFVY,29.0
Female,46,1,San Francisco,71,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,0,20,4890,,1,2,None,37.83,None,0,0,0,19.6,1416.5,0.0,0,2685.93,4102.43,4,0,,Minimalist,7602-DBTOU,80.0
Male,29,1,San Francisco,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,24,4964,,1,9,None,4.98,None,0,0,0,20.25,158.35,0.0,0,39.84,198.19,4,0,,Minimalist,5345-BMKWB,48.0
Male,48,1,San Francisco,69,1,0,DSL,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),0,41,4618,,1,5,None,40.36,Cable,53,1,1,80.65,5542.55,0.0,0,2784.84,8327.39,3,0,,Heavyweight,5457-COLHT,80.0
Male,51,0,San Francisco,71,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),0,47,5447,,0,0,None,12.27,DSL,21,1,1,80.6,5708.2,0.0,0,871.17,6579.37,4,0,,Heavyweight,7998-WNZEM,80.0
Female,52,1,San Francisco,33,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),0,68,5980,,1,7,Offer C,0.0,DSL,7,1,1,59.55,2016.3,0.0,0,0.0,2016.3,3,0,,Vanilla,4664-NJCMS,80.0
Female,62,0,San Francisco,16,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,0,60,4336,,0,0,Offer D,41.51,None,0,0,0,19.05,326.65,0.0,0,664.16,990.81,5,0,,Minimalist,0307-BCOPK,80.0
Female,58,0,Palo Alto,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),0,48,2732,,0,0,None,38.84,None,0,0,0,19.95,19.95,0.0,0,38.84,58.790000000000006,5,0,,Minimalist,2542-HYGIQ,66.0
Male,45,1,Stanford,57,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,0,53,4194,,1,1,None,41.56,None,0,0,0,19.4,1061.6,0.0,0,2368.92,3430.52,5,0,,Minimalist,5016-LIPDW,80.0
Male,61,1,Palo Alto,56,0,0,DSL,0,1,1,0,0,0,One year,1,Credit card (automatic),0,38,5092,,1,1,None,0.0,DSL,28,0,0,36.1,1971.5,0.0,60,0.0,2031.5,3,0,,Vanilla,6481-LXPWL,80.0
Female,59,0,San Mateo,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,32,4099,,0,0,None,41.28,None,0,0,0,19.75,19.75,0.0,0,41.28,61.03,5,0,,Minimalist,6124-ACRHJ,53.0
Female,63,0,San Mateo,40,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),0,79,5056,,0,0,None,20.13,DSL,10,0,1,64.1,2460.35,0.0,0,805.1999999999999,3265.55,3,0,,Vanilla,9362-MWODR,26.0
Male,62,1,Alameda,46,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,56,2610,,0,0,None,7.67,None,0,0,0,19.75,856.5,0.0,0,352.82,1209.32,4,0,,Minimalist,9975-GPKZU,80.0
Male,47,1,Alameda,63,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,0,63,4235,,0,0,None,3.65,None,0,0,0,19.7,1275.85,0.0,0,229.95,1505.8,5,0,,Minimalist,9625-RZFUK,80.0
Male,51,1,Danville,68,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,0,37,4108,,1,1,None,18.47,Fiber Optic,75,1,1,110.2,7467.5,0.0,0,1255.96,8723.46,3,0,,Heavyweight,5153-LXKDT,80.0
Male,38,1,Alamo,69,1,0,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),0,58,6315,,1,1,None,42.9,Fiber Optic,24,1,1,106.35,7261.75,0.0,0,2960.1,10221.85,4,0,,Heavyweight,5161-UBZXI,80.0
Female,63,1,Angwin,56,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,0,63,6161,,1,1,None,2.8,Fiber Optic,20,0,0,90.55,5116.6,0.0,40,156.79999999999998,5313.400000000001,4,0,,Heavyweight,1020-JPQOW,9.0
Female,32,1,Antioch,10,1,0,DSL,0,1,1,0,0,1,One year,1,Mailed check,0,78,5289,,1,1,Offer D,42.0,DSL,14,1,1,65.9,660.05,0.0,0,420.0,1080.05,4,0,,Vanilla,7919-ZODZZ,62.0
Male,26,0,Benicia,63,1,1,Fiber optic,1,1,1,1,1,0,One year,0,Credit card (automatic),0,43,4908,,0,0,None,21.45,Fiber Optic,85,0,1,104.5,6590.8,0.0,0,1351.35,7942.15,4,0,,Heavyweight,0565-JUPYD,80.0
Female,34,1,Bethel Island,24,0,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,0,47,3303,,1,1,Offer C,0.0,DSL,75,1,1,52.5,1208.15,0.0,0,0.0,1208.15,3,0,,Vanilla,6867-ACCZI,80.0
Female,54,0,Birds Landing,19,1,1,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,0,27,3367,,0,0,Offer D,36.88,DSL,27,0,1,56.1,1033.9,0.0,0,700.72,1734.62,3,0,,Vanilla,5939-XAIXZ,30.0
Male,53,1,Brentwood,22,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,0,48,5585,,1,1,Offer D,11.39,Fiber Optic,56,0,1,88.75,1885.15,0.0,0,250.58,2135.73,4,0,,Price Sensitive,9054-FOWNV,21.0
Female,44,1,Clayton,70,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,76,6170,,1,1,None,14.15,None,0,0,0,26.0,2006.95,0.0,0,990.5,2997.45,4,0,,Minimalist,8207-VVMYB,80.0
Female,20,1,Concord,49,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,0,59,4725,,1,1,None,12.39,Fiber Optic,46,1,0,99.4,5025.0,0.0,10,607.11,5642.11,4,0,,Heavyweight,9732-EQMWY,11.0
Male,54,1,Concord,42,1,0,DSL,0,0,1,1,1,1,One year,0,Electronic check,0,58,2531,,1,1,None,14.8,DSL,23,1,1,73.15,3088.25,0.0,0,621.6,3709.85,3,0,,Vanilla,5269-NRGDP,80.0
Male,57,0,Pleasant Hill,57,1,0,DSL,0,1,0,1,0,0,One year,1,Mailed check,0,58,4223,,0,0,None,9.32,DSL,20,0,1,54.65,3134.7,0.0,0,531.24,3665.94,5,0,,Vanilla,6195-MELTI,80.0
Female,23,1,Danville,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,38,5076,,1,1,None,1.67,Fiber Optic,59,1,1,115.55,8312.4,0.0,0,120.24,8432.64,3,0,,Heavyweight,2121-JAFOM,80.0
Female,53,1,Fremont,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,33,4311,,1,4,None,2.95,Cable,26,1,1,91.15,6637.9,0.0,0,212.4,6850.299999999999,4,0,,Heavyweight,1227-UDMZR,80.0
Male,50,1,Fremont,35,1,0,Fiber optic,0,1,0,1,1,0,One year,1,Electronic check,0,44,2775,,1,5,Offer C,1.53,Fiber Optic,57,0,1,89.7,3165.6,0.0,0,53.55,3219.15,4,0,,Vanilla,5198-HQAEN,80.0
Female,20,1,Hayward,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,0,59,5527,,1,8,None,37.45,DSL,48,1,0,92.4,6786.1,0.0,150,2696.4,9632.5,3,0,,Heavyweight,2167-FQSTQ,80.0
Female,64,1,Hayward,28,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,0,41,2987,,1,9,Offer C,21.91,None,0,0,0,19.9,543.0,0.0,0,613.48,1156.48,4,0,,Minimalist,2819-GWENI,80.0
Male,47,0,Castro Valley,45,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,78,2653,,0,0,None,40.59,None,0,0,0,18.85,867.3,0.0,0,1826.55,2693.8500000000004,4,0,,Minimalist,3572-UUHRS,80.0
Female,23,0,Hercules,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,67,2569,,0,0,None,15.22,None,0,0,0,25.75,25.75,0.0,0,15.22,40.97,4,0,,Minimalist,2692-PFYTJ,53.0
Female,40,0,Livermore,6,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,77,5554,,0,0,None,43.19,None,0,0,0,20.95,109.5,0.0,0,259.14,368.64,3,0,,Minimalist,5955-EPOAZ,49.0
Female,29,1,Castro Valley,48,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,0,66,5893,,1,4,None,47.64,Fiber Optic,59,1,1,97.05,4692.95,0.0,0,2286.7200000000003,6979.67,5,0,,Heavyweight,6821-JPCDC,24.0
Male,61,1,Martinez,25,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,26,5250,,1,8,Offer C,19.56,None,0,0,0,25.4,546.85,0.0,0,489.0,1035.85,3,0,,Minimalist,8815-LMFLX,46.0
Male,28,1,Fremont,64,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,79,5431,,1,3,Offer B,14.93,None,0,0,0,19.7,1274.05,0.0,0,955.52,2229.57,5,0,,Minimalist,9135-HSWOC,80.0
Male,51,0,Moraga,50,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,0,45,5629,,0,0,Offer B,0.0,DSL,20,0,1,35.0,1782.4,0.0,0,0.0,1782.4,3,0,,Vanilla,8582-KRHPJ,21.0
Female,20,1,Napa,52,1,1,Fiber optic,0,0,1,0,1,1,One year,0,Bank transfer (automatic),0,25,5954,,1,1,Offer B,44.79,Fiber Optic,52,1,1,101.25,5301.1,0.0,0,2329.08,7630.18,5,0,,Heavyweight,5811-IWXYM,80.0
Male,21,1,Oakley,45,1,1,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),0,76,5264,,1,9,Offer B,25.69,DSL,26,0,1,73.85,3371.0,0.0,0,1156.05,4527.05,3,0,,Heavyweight,1506-YJTYT,80.0
Male,49,1,Orinda,9,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,0,30,2715,,1,3,None,22.41,Fiber Optic,21,1,1,88.05,801.3,0.0,0,201.69,1002.99,3,0,,Price Sensitive,4123-DVHPH,28.0
Female,45,0,Pleasanton,54,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,0,57,5755,,0,0,Offer B,26.25,None,0,0,0,20.1,1079.45,0.0,0,1417.5,2496.95,5,0,,Minimalist,2228-BZDEE,80.0
Female,49,1,Dublin,64,1,1,Fiber optic,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),0,45,5574,,1,7,Offer B,21.16,Fiber Optic,23,1,1,110.3,6997.3,0.0,0,1354.24,8351.54,3,0,,Heavyweight,2789-CZANW,80.0
Female,61,0,Rodeo,12,1,0,Fiber optic,1,0,0,0,1,0,One year,1,Credit card (automatic),0,52,2452,,0,0,Offer D,15.97,Fiber Optic,19,0,1,85.15,979.05,0.0,0,191.64,1170.69,4,0,,Price Sensitive,7596-LDUXP,80.0
Female,60,0,San Leandro,45,1,1,DSL,1,0,0,1,0,1,Two year,0,Mailed check,0,56,2280,,0,0,Offer B,44.29,DSL,15,1,1,73.55,3349.1,0.0,0,1993.05,5342.15,3,0,,Heavyweight,2192-OZITF,80.0
Male,45,0,San Leandro,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,38,3903,,0,0,Offer D,13.51,DSL,14,0,1,46.0,492.1,0.0,0,135.1,627.2,4,0,,Vanilla,5651-CPDND,33.0
Female,58,0,San Lorenzo,24,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,62,4147,,0,0,Offer C,42.66,None,0,0,0,24.6,605.25,0.0,0,1023.84,1629.09,5,0,,Minimalist,1131-ALZWV,80.0
Male,62,1,San Ramon,66,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,0,58,4485,,1,7,None,31.53,None,0,0,0,19.75,1344.5,0.0,0,2080.98,3425.48,4,0,,Minimalist,7729-XBTWX,80.0
Male,51,0,Suisun City,51,1,0,Fiber optic,1,0,0,0,1,0,One year,0,Mailed check,0,74,5311,,0,0,Offer B,27.3,Fiber Optic,13,0,1,86.35,4267.15,0.0,0,1392.3,5659.45,3,0,,Heavyweight,9134-WYRVP,80.0
Female,35,1,Sunol,45,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,0,47,3146,,1,6,Offer B,42.32,None,0,0,0,25.5,1121.05,0.0,0,1904.4,3025.45,3,0,,Minimalist,3284-SVCRO,80.0
Female,54,1,Union City,49,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),0,39,4066,,1,3,Offer B,13.13,None,0,0,0,19.0,918.7,0.0,0,643.37,1562.0700000000002,3,0,,Minimalist,9732-OUYRN,80.0
Female,44,1,Pleasanton,29,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,0,77,5758,,1,6,Offer C,49.96,None,0,0,0,19.55,521.8,0.0,0,1448.84,1970.64,3,0,,Minimalist,0559-CKHUS,80.0
Male,59,1,Vallejo,40,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),0,39,2283,,1,6,Offer B,11.5,Fiber Optic,22,1,1,110.1,4469.1,0.0,0,460.0,4929.1,3,0,,Heavyweight,2931-SVLTV,32.0
Male,42,0,Vallejo,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,26,3080,,0,0,Offer C,40.11,Fiber Optic,18,0,0,69.75,1729.35,0.0,100,1002.75,2832.1,4,0,,Price Sensitive,7504-UWHNB,29.0
Female,34,0,Vallejo,22,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,0,62,2854,,0,0,None,0.0,DSL,8,1,1,50.6,1073.3,0.0,0,0.0,1073.3,4,0,,Vanilla,2582-FFFZR,31.0
Male,36,0,Walnut Creek,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,75,4369,,0,0,None,0.0,Cable,9,1,1,65.6,4566.5,0.0,0,0.0,4566.5,3,0,,Heavyweight,8908-NMQTX,80.0
Male,44,1,Walnut Creek,33,1,0,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),0,32,2281,,1,1,Offer C,1.62,Cable,30,1,1,82.1,2603.1,0.0,0,53.46,2656.56,4,0,,Vanilla,1431-AIDJQ,80.0
Female,22,0,Yountville,23,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Mailed check,0,75,3619,,0,0,None,15.18,Fiber Optic,46,0,1,79.1,1783.75,0.0,0,349.14,2132.89,5,0,,Vanilla,6288-LBEAR,23.0
Male,42,0,Oakland,69,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,0,55,6487,,0,0,None,47.43,DSL,22,1,1,90.65,6322.1,0.0,0,3272.67,9594.77,3,0,,Heavyweight,8413-YNHNV,80.0
Female,37,0,Oakland,3,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),0,69,2774,,0,0,None,11.27,None,0,0,0,20.55,57.4,0.0,0,33.81,91.21,3,0,,Minimalist,5808-TOTXO,80.0
Male,61,0,Oakland,56,1,0,DSL,0,1,0,1,1,1,One year,1,Bank transfer (automatic),0,56,6487,,0,0,Offer B,18.42,DSL,13,1,0,75.75,4284.65,0.0,90,1031.52,5406.17,3,0,,Heavyweight,4369-NYSCF,80.0
Male,61,0,Oakland,65,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),0,78,6351,,0,0,None,33.11,Fiber Optic,10,1,1,110.0,7138.65,0.0,0,2152.15,9290.8,4,0,,Heavyweight,6333-YDVLT,80.0
Male,55,1,Emeryville,71,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,0,67,4837,,1,5,None,44.82,None,0,0,0,20.85,1539.75,0.0,0,3182.22,4721.969999999999,4,0,,Minimalist,5324-KTGCG,80.0
Female,57,0,Oakland,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,75,4840,,0,0,None,33.75,Fiber Optic,10,0,1,70.15,123.8,0.0,0,67.5,191.3,3,0,,Price Sensitive,7394-LWLYN,30.0
Male,28,0,Oakland,40,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Electronic check,0,55,4714,,0,0,None,39.05,DSL,58,1,1,67.45,2731.0,0.0,0,1562.0,4293.0,3,0,,Vanilla,6873-UDNLD,20.0
Male,49,0,Oakland,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),0,76,2791,,0,0,None,36.28,None,0,0,0,20.75,20.75,0.0,0,36.28,57.03,3,0,,Minimalist,2700-LUEVA,66.0
Female,25,0,Oakland,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,80,4562,,0,0,None,30.99,Fiber Optic,42,0,1,69.9,497.3,0.0,0,216.93,714.23,4,0,,Vanilla,0958-YHXGP,28.0
Female,60,1,Berkeley,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,33,4858,,1,1,None,31.13,DSL,5,0,1,51.1,711.15,0.0,0,466.95,1178.1,5,0,,Price Sensitive,1101-SSWAG,35.0
Male,43,0,Berkeley,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,27,6305,,0,0,None,39.08,None,0,0,0,25.55,1898.1,0.0,0,2774.68,4672.78,5,0,,Minimalist,5743-KHMNA,80.0
Female,22,1,Albany,54,1,1,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),0,52,4798,,1,6,None,8.53,Cable,73,0,1,60.0,3273.95,0.0,0,460.62,3734.57,3,0,,Vanilla,4194-FJARJ,80.0
Male,47,1,Berkeley,31,1,1,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),0,48,5722,,1,4,Offer C,22.42,Fiber Optic,21,0,1,90.55,2929.75,0.0,0,695.0200000000001,3624.77,4,0,,Vanilla,5325-UWTWJ,35.0
Female,46,0,Berkeley,11,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,0,41,4033,,0,0,None,36.52,Fiber Optic,20,0,1,76.4,838.7,0.0,0,401.72,1240.42,4,0,,Price Sensitive,3969-GYXEL,28.0
Male,34,1,Richmond,38,1,1,DSL,0,0,1,1,0,1,One year,0,Credit card (automatic),0,23,4487,,1,2,Offer C,32.11,DSL,16,1,1,69.0,2669.45,0.0,0,1220.18,3889.63,4,0,,Vanilla,6992-TKNYO,80.0
Male,57,0,Richmond,5,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),0,68,3307,,0,0,None,13.54,DSL,21,0,1,48.65,235.2,0.0,0,67.69999999999999,302.9,5,0,,Vanilla,4468-YDOVK,53.0
Female,52,0,Greenbrae,68,1,1,DSL,0,1,1,0,1,1,Two year,1,Electronic check,0,70,5914,,0,0,None,20.3,DSL,13,1,0,80.65,5330.2,0.0,90,1380.4,6800.6,3,0,,Heavyweight,2200-DSAAL,80.0
Male,23,1,Belvedere Tiburon,69,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),0,32,5366,,1,8,Offer A,26.44,None,0,0,0,20.55,1403.1,0.0,0,1824.36,3227.46,4,0,,Minimalist,4302-ZYFEL,80.0
Female,56,1,Bodega,42,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),0,38,3773,,1,4,None,36.35,DSL,30,0,1,66.4,2727.8,0.0,0,1526.7,4254.5,3,0,,Heavyweight,9351-LZYGF,25.0
Female,36,0,Bodega Bay,50,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Mailed check,0,53,5419,,0,0,None,15.1,Fiber Optic,9,1,1,100.2,5038.45,0.0,0,755.0,5793.45,4,0,,Heavyweight,4366-CTOUZ,80.0
Male,23,1,Rohnert Park,33,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,28,2422,,1,6,Offer C,48.49,DSL,51,0,1,44.55,1462.6,0.0,0,1600.17,3062.77,4,0,,Vanilla,1518-OMDIK,36.0
Female,43,0,Dillon Beach,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,52,3098,,0,0,Offer E,41.57,None,0,0,0,20.35,150.6,0.0,0,290.99,441.59,5,0,,Minimalist,6671-NGWON,10.0
Male,21,1,Fairfax,64,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,0,37,5371,,0,0,None,34.58,Fiber Optic,27,0,1,91.8,5960.5,0.0,0,2213.12,8173.62,3,0,,Heavyweight,0595-ITUDF,3.0
Male,47,0,Forest Knolls,59,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,65,5216,,0,0,None,47.17,None,0,0,0,20.2,1192.3,0.0,0,2783.03,3975.33,4,0,,Minimalist,1955-IBMMB,80.0
Female,30,1,Inverness,6,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,74,3442,,1,10,Offer E,42.66,Cable,85,0,1,50.35,314.55,0.0,0,255.96,570.51,3,0,,Price Sensitive,0096-BXERS,7.0
Female,44,0,Lagunitas,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,67,3010,,0,0,Offer E,6.61,None,0,0,0,18.8,56.0,0.0,0,19.83,75.83,4,0,,Minimalist,3806-YAZOV,11.0
Female,21,1,Larkspur,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),0,78,5184,,1,3,None,12.41,None,0,0,0,20.45,330.8,0.0,0,186.15,516.95,4,0,,Minimalist,7998-ZLXWN,53.0
Male,59,1,Marshall,13,1,0,DSL,0,0,0,0,1,1,One year,1,Electronic check,0,73,4741,,1,1,None,13.32,DSL,21,1,1,64.75,877.35,0.0,0,173.16,1050.51,3,0,,Price Sensitive,6253-WRFHY,80.0
Female,40,0,Mill Valley,23,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),0,71,5781,,0,0,None,14.45,Fiber Optic,19,1,1,98.7,2249.1,0.0,0,332.35,2581.45,5,0,,Price Sensitive,9133-AYJZG,33.0
Male,35,0,Nicasio,29,1,0,DSL,1,1,0,1,0,0,One year,1,Electronic check,0,80,5198,,0,0,Offer C,8.0,DSL,9,0,0,58.75,1696.2,0.0,50,232.0,1978.2,3,0,,Vanilla,8680-CGLTP,80.0
Female,62,1,Novato,49,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),0,50,4074,,0,0,None,29.18,None,0,0,0,20.7,1032.05,0.0,0,1429.82,2461.87,3,0,,Minimalist,8430-TWCBX,80.0
Female,25,1,Novato,56,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),0,20,6483,,1,9,None,42.81,Fiber Optic,51,0,1,85.6,4902.8,0.0,0,2397.36,7300.16,4,0,,Heavyweight,5018-GWURO,11.0
Female,50,0,Olema,63,1,1,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),0,74,5554,,0,0,None,31.34,DSL,26,1,1,80.3,4995.35,0.0,0,1974.42,6969.77,3,0,,Heavyweight,6741-QRLUP,80.0
Male,51,1,Penngrove,63,1,1,DSL,0,0,1,1,1,1,Two year,0,Credit card (automatic),0,52,4073,,1,5,None,10.07,Cable,20,1,1,79.8,5034.05,0.0,0,634.41,5668.46,4,0,,Heavyweight,4737-HOBAX,80.0
Female,55,1,San Geronimo,21,1,0,DSL,1,0,1,1,1,1,One year,0,Mailed check,0,36,5733,,1,7,None,11.27,DSL,19,1,0,80.9,1714.95,0.0,60,236.67,2011.62,4,0,,Vanilla,8200-KLNYW,80.0
