gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,avg_monthly_gb_download,streaming_music,unlimited_data,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,new_user,internet_service_Fiber optic,internet_service_No,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,internet_type_DSL,internet_type_Fiber Optic,internet_type_None
1,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,23,13.98,0,0,0,19.5,470.2,0.0,0,321.54,791.74,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,25,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,63,22.73,73,1,0,105.4,6713.2,0.0,130,1431.99,8275.19,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,37,0,0,0,0,0,1,0,1,0,0,1,0,0,12,0,0,0,8,42.78,27,0,1,54.25,447.75,0.0,0,342.24,789.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,21,1,0,0,0,0,0,0,1,0,1,1,0,0,24,0,0,0,68,0.0,58,0,1,38.9,2719.2,0.0,0,0.0,2719.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,23,1,0,0,1,2,1,0,0,0,0,0,0,0,12,0,0,0,52,22.65,0,0,0,19.65,928.4,0.0,0,1177.8,2106.2,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0,0,32,14.91,0,0,0,20.05,614.45,9.73,0,477.12,1081.84,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,51,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,4,30.79,0,0,0,20.4,94.5,0.0,0,123.16,217.66,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1,43,0,0,1,0,0,1,0,1,1,1,1,1,1,12,0,1,1,53,6.68,25,1,1,110.5,5835.5,0.0,0,354.04,6189.54,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,39,0,0,1,1,1,1,1,0,0,0,0,0,0,24,0,1,5,10,22.83,0,0,0,25.75,257.5,0.0,0,228.3,485.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,28.62,0,0,0,20.25,208.0,0.0,0,314.82,522.8199999999999,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,30,0,0,0,0,0,1,0,0,0,1,1,1,1,12,1,0,0,29,3.69,27,1,1,75.35,2243.9,2.24,0,107.01,2348.6700000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,0,0,1,0,0,1,0,1,1,1,1,1,1,24,1,1,8,67,46.89,29,1,1,111.05,7321.05,0.0,0,3141.63,10462.68,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,56,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,13,14.32,4,1,1,65.85,902.25,0.0,0,186.16,1088.41,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,60,0,0,1,1,1,1,1,1,1,0,1,0,0,12,0,1,10,67,18.29,11,0,1,89.55,6038.55,33.76,0,1225.4299999999998,7230.219999999999,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,3,2.78,0,0,0,19.45,69.25,0.0,0,8.34,77.59,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,33,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,3,32,47.89,9,1,1,98.85,3145.9,0.0,0,1532.48,4678.38,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,37,0,0,1,0,0,1,1,1,1,1,1,1,1,12,1,1,1,64,46.44,29,1,1,115.0,7396.15,0.0,0,2972.16,10368.31,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,27,1,0,1,1,3,1,1,0,0,1,1,1,1,24,1,1,1,61,32.96,41,1,1,81.0,4976.15,0.0,0,2010.56,6986.709999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,3.8,26,0,0,70.55,1493.55,17.6,0,76.0,1551.95,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,49,0,0,1,1,2,1,1,1,1,0,1,1,0,24,0,1,5,67,43.01,16,0,1,74.0,4868.4,0.0,0,2881.67,7750.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,55,0,0,1,1,2,1,0,1,1,1,0,0,0,12,0,0,0,65,19.25,19,0,1,61.35,3874.1,0.0,0,1251.25,5125.35,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,59,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7.8,0,0,0,18.85,18.85,0.0,0,7.8,26.65,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1,44,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0,0,43,6.71,0,0,0,19.65,779.25,0.0,0,288.53,1067.78,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,27.08,0,0,0,19.95,19.95,0.0,0,27.08,47.03,1,0,1,0,0,1,0,0,0,0,1,0,0,1
1,48,0,0,1,1,1,1,1,0,0,0,0,0,0,24,1,1,7,45,20.11,0,0,0,24.65,1138.8,0.0,0,904.95,2043.75,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,38,0,0,1,0,0,1,1,1,1,1,0,1,1,24,1,1,3,58,22.14,2,1,0,86.1,4890.5,0.0,110,1284.12,6284.62,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,20,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,3,19,8.3,48,1,1,59.8,1130.85,0.0,0,157.70000000000002,1288.55,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,55,0,0,1,0,0,1,1,0,1,1,1,1,0,24,0,1,4,70,33.37,9,0,0,76.1,5264.25,0.0,110,2335.9,7710.15,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,47,0,0,0,1,2,1,0,0,0,0,0,0,0,12,0,0,0,7,49.16,0,0,0,19.45,136.75,0.0,0,344.12,480.87,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,50,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,40,33.66,20,1,1,83.85,3532.25,0.0,0,1346.4,4878.65,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,63,0,0,0,0,0,1,0,1,0,1,1,0,1,12,1,0,0,67,5.39,9,1,1,72.35,4991.5,0.0,0,361.13,5352.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,0,0,1,1,2,0,0,1,1,0,1,1,0,24,0,1,6,62,0.0,26,0,0,48.7,3008.55,0.0,120,0.0,3128.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,0,0,0,0,0,1,1,1,1,1,1,1,1,24,1,0,0,72,36.49,27,1,1,118.2,8547.15,0.0,0,2627.28,11174.43,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,53,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,17,21.15,4,0,1,78.9,1348.95,0.0,0,359.54999999999995,1708.5,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,44,0,0,1,1,1,1,1,1,1,1,1,1,1,24,1,1,3,64,37.0,19,1,1,90.6,5817.45,0.0,0,2368.0,8185.45,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,42,0,0,1,1,3,1,0,0,0,0,0,0,0,24,0,1,3,54,19.7,0,0,0,20.4,1090.6,0.0,0,1063.8,2154.4,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,48,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,26,40.35,13,0,1,85.75,2146.5,0.0,0,1049.1,3195.6000000000004,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,47,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,17,47.45,5,1,1,65.75,1111.2,0.0,0,806.6500000000001,1917.85,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,47,0,0,1,1,3,1,1,0,0,0,0,0,0,24,0,1,1,42,13.95,0,0,0,22.95,1014.25,0.0,0,585.9,1600.15,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,56,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,3,49,44.81,10,1,1,100.85,4847.35,0.0,0,2195.69,7043.040000000001,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,23,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,12,40.06,41,1,1,79.95,1043.4,0.0,0,480.72,1524.12,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,40,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,41,6.6,3,0,1,55.7,2237.55,0.0,0,270.6,2508.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,20,12.6,29,1,1,64.4,1398.6,0.0,0,252.0,1650.6,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,36,0,0,1,1,1,1,1,0,0,0,0,0,0,24,0,1,10,68,26.83,0,0,0,25.75,1686.15,0.0,0,1824.44,3510.59,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,30,0,0,1,1,3,1,0,0,0,0,0,0,0,24,0,1,1,8,2.87,0,0,0,20.15,165.5,0.0,0,22.96,188.46,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,58,0,0,0,1,1,1,0,1,1,0,1,1,1,12,1,0,0,54,20.93,11,1,0,105.85,5826.65,0.0,10,1130.22,6966.87,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,30,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,60,22.88,48,1,1,104.95,6236.75,0.0,0,1372.8,7609.55,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,25,17.64,0,0,0,20.15,536.35,0.0,0,441.0,977.35,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,39.61,0,0,0,20.45,20.45,0.0,0,39.61,60.06,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,27,1,0,0,0,0,1,1,1,1,1,0,1,1,24,1,0,0,69,5.71,73,1,1,110.05,7430.75,23.16,0,393.99,7801.58,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,19,1,0,1,1,1,1,1,0,1,1,1,1,1,24,1,1,6,67,40.96,47,1,1,111.2,7530.8,0.0,0,2744.32,10275.12,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,58,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,9,21.11,6,0,1,75.6,661.55,0.0,0,189.99,851.54,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,39,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,6.97,14,0,1,74.5,217.45,0.0,0,20.91,238.36,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0,42,0,0,1,1,3,1,0,1,1,1,0,0,1,12,0,1,1,32,43.37,76,1,0,94.8,3131.55,0.0,40,1387.84,4559.39,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,24,1,0,1,1,3,0,0,1,1,1,1,1,1,24,1,1,9,72,0.0,51,1,0,65.25,4478.85,0.0,80,0.0,4558.85,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,44,0,0,1,1,3,1,0,0,0,0,0,0,0,12,0,1,10,15,46.64,0,0,0,20.35,335.95,0.0,0,699.6,1035.55,0,0,1,1,0,0,0,0,0,1,0,0,0,1
1,47,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,6,23,38.93,4,0,1,54.25,1221.55,0.0,0,895.39,2116.94,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,39,0,0,0,0,0,1,1,0,0,0,0,0,0,24,0,0,0,72,6.75,0,0,0,25.45,1866.45,0.0,0,486.0,2352.45,0,0,1,1,0,0,1,0,0,0,0,0,0,1
1,46,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,23,18.12,23,1,1,93.5,2341.55,0.0,0,416.7600000000001,2758.3100000000004,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,22,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,6,15,30.09,71,0,1,75.35,1114.55,0.0,0,451.35,1565.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,20,1,0,1,0,0,1,1,1,1,1,0,1,1,24,1,1,2,72,6.89,73,1,0,109.65,7880.25,0.0,10,496.08,8386.33,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,62,0,0,1,1,3,1,1,0,0,1,0,1,1,12,0,1,9,39,17.29,75,1,1,100.0,3835.55,0.0,0,674.31,4509.860000000001,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,58,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0,0,19,19.1,0,0,0,19.95,373.5,0.0,0,362.9,736.4000000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,43,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,1,6,19,4.7,0,0,0,20.6,414.95,0.0,0,89.3,504.25,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,32,0,0,1,0,0,1,1,0,1,1,1,1,1,24,0,1,7,71,29.78,22,1,1,109.25,7707.7,0.0,0,2114.38,9822.08,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,59,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,9,9.27,28,0,1,75.2,633.85,0.0,0,83.42999999999999,717.28,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,31,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,11,46.49,0,0,0,20.0,211.95,0.0,0,511.39,723.34,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,63,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,29.1,0,0,0,19.85,19.85,0.0,0,29.1,48.95,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,54,0,0,1,1,2,1,1,0,0,0,0,0,0,24,0,1,2,67,14.54,0,0,0,26.3,1688.9,0.0,0,974.18,2663.08,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1,20,1,0,0,0,0,1,0,0,1,1,1,1,1,24,1,0,0,46,5.86,82,1,1,104.4,4904.2,0.0,0,269.56,5173.76,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,41,0,0,1,1,1,1,0,0,1,0,1,1,1,12,1,1,4,61,41.57,21,1,1,98.45,6145.2,0.0,0,2535.77,8680.97,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,17,39.34,0,0,0,19.45,369.05,0.0,0,668.7800000000001,1037.8300000000002,0,0,1,1,0,0,0,0,0,1,0,0,0,1
0,59,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,1,4,57,49.95,22,0,0,74.3,4018.35,0.0,70,2847.15,6935.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,59,0,0,1,1,3,1,0,0,0,0,0,0,0,24,1,1,2,63,30.1,0,0,0,19.15,1177.05,0.0,0,1896.3,3073.3500000000004,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,30,0,0,1,1,3,1,1,1,1,1,1,1,1,24,1,1,10,47,11.74,48,1,1,90.5,4318.35,0.0,0,551.78,4870.13,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,21,1,0,0,0,0,1,1,0,0,0,0,0,0,12,0,0,0,23,43.77,0,0,0,24.8,615.35,0.0,0,1006.71,1622.06,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,59,0,0,0,0,0,1,1,1,0,0,1,0,0,12,0,0,0,51,9.85,3,0,1,59.9,3043.6,0.0,0,502.35,3545.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,25,1,0,1,1,2,1,1,1,0,1,1,1,1,24,1,1,4,72,21.21,27,1,0,83.55,6093.3,0.0,90,1527.12,7710.42,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,31,0,0,1,1,2,1,0,1,0,1,0,1,1,12,0,1,7,52,7.99,19,1,1,100.3,5244.45,0.0,0,415.48,5659.93,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,23,1,0,0,0,0,1,0,0,1,0,0,1,0,12,1,0,0,39,48.17,58,0,1,58.6,2224.5,0.0,0,1878.63,4103.13,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,26,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,20,23.22,59,1,1,98.55,2031.95,0.0,0,464.4,2496.35,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,42,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,2,49.53,0,0,0,20.4,42.9,0.0,0,99.06,141.96,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,56,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,31,45.92,18,1,1,94.5,2979.2,0.0,0,1423.52,4402.719999999999,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,36,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26,44.11,8,0,1,49.15,1237.3,0.0,0,1146.86,2384.16,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,39,0,0,1,1,1,1,0,0,0,0,0,0,0,12,1,1,10,43,14.97,0,0,0,19.2,776.25,9.48,0,643.71,1410.48,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,46,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,9,31,29.77,12,0,1,88.65,2683.2,0.0,0,922.87,3606.07,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,16,27.43,27,0,1,69.95,1205.5,0.0,0,438.88,1644.38,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,41,36.76,0,0,0,20.15,802.35,29.95,0,1507.16,2279.56,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,53,0,0,1,0,0,0,0,1,1,1,1,1,1,24,1,1,7,72,0.0,15,1,1,65.1,4754.3,0.0,0,0.0,4754.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,19,1,0,1,0,0,0,0,0,1,1,1,0,1,12,1,1,10,70,0.0,41,1,0,51.05,3635.15,0.0,120,0.0,3755.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,20,1,0,1,1,1,1,1,0,0,0,0,0,0,24,1,1,1,19,31.58,0,0,0,24.9,467.7,0.0,0,600.02,1067.72,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,21,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5.1,0,0,0,19.55,19.55,0.0,0,5.1,24.65,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,33,0,0,1,1,2,1,1,0,1,1,1,1,0,1,1,1,4,13,13.77,23,0,1,72.8,930.05,0.0,0,179.01,1109.06,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,62,0,0,0,0,0,1,0,1,0,1,1,1,1,12,0,0,0,60,35.13,3,1,1,79.0,4801.1,0.0,0,2107.8,6908.900000000001,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,22,1,0,1,0,0,1,1,1,1,1,1,0,1,24,0,1,2,71,18.04,41,1,1,80.4,5727.15,0.0,0,1280.84,7007.99,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,54,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,19,13.76,4,1,1,69.6,1394.55,0.0,0,261.44,1655.99,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,63,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,18,4.38,20,0,1,74.15,1387.0,0.0,0,78.84,1465.84,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,36,0,0,0,0,0,1,1,0,0,1,1,0,1,12,1,0,0,41,36.93,30,1,1,68.6,2877.05,0.0,0,1514.13,4391.18,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,23,1,0,1,0,0,1,0,1,1,1,1,0,1,24,1,1,2,64,18.03,42,1,1,74.35,4759.55,0.0,0,1153.92,5913.47,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,56,0,0,1,1,3,1,0,0,0,0,0,0,0,12,0,1,1,18,28.06,0,0,0,20.05,345.9,0.0,0,505.08,850.98,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,53,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,10,30,23.16,6,0,1,50.0,1474.9,0.0,0,694.8,2169.7,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,60,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,3,1.47,0,0,0,20.25,71.2,0.0,0,4.41,75.61,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,34,0,0,0,0,0,0,0,1,0,0,1,0,0,24,0,0,0,21,0.0,4,0,1,35.1,770.4,0.0,0,0.0,770.4,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,58,0,0,1,0,0,1,1,0,1,0,1,1,1,24,0,1,9,31,28.52,2,1,1,80.55,2471.6,0.0,0,884.12,3355.72,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,58,0,0,0,1,3,1,0,0,0,0,0,0,0,12,1,0,0,40,26.41,0,0,0,20.4,854.9,32.55,0,1056.4,1878.75,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,48,0,0,1,1,1,1,0,0,0,0,0,0,0,24,0,1,1,23,39.59,0,0,0,20.4,478.75,0.0,0,910.57,1389.3200000000002,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,5.08,17,0,1,44.9,111.05,0.0,0,10.16,121.21,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,33,0,0,1,0,0,1,1,1,1,1,0,1,0,24,1,1,1,48,6.1,18,0,1,96.9,4473.45,0.0,0,292.79999999999995,4766.25,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,30,0,0,1,1,2,1,0,0,1,1,0,0,0,1,1,1,6,10,5.74,59,0,1,55.55,551.3,0.0,0,57.400000000000006,608.6999999999999,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,46,0,0,1,1,3,0,0,0,1,1,1,1,1,24,1,1,8,61,0.0,26,1,1,61.45,3751.15,0.0,0,0.0,3751.15,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,66,0.0,15,0,1,29.45,1983.15,0.0,0,0.0,1983.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,33,0,0,0,1,2,1,1,0,1,0,0,1,0,1,1,0,0,41,18.72,10,0,1,88.5,3645.05,0.0,0,767.52,4412.57,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,44,0,0,1,1,1,1,1,0,1,1,0,0,0,24,1,1,3,68,24.94,30,0,1,84.4,5746.75,0.0,0,1695.92,7442.67,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,46,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,0.0,26,0,0,35.0,135.75,0.0,50,0.0,185.75,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,27,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,14,9.19,0,0,0,20.05,299.3,0.0,0,128.66,427.96,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,56,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,4,37,6.99,22,1,0,90.35,3419.3,0.0,150,258.63,3827.93,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,39,0,0,1,1,3,1,1,1,1,1,1,1,0,24,0,1,7,72,49.12,23,0,1,80.2,5714.2,0.0,0,3536.64,9250.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,57,0,0,1,0,0,1,1,1,1,0,1,0,0,12,0,1,6,59,14.49,25,0,1,65.5,3801.3,0.0,0,854.91,4656.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,25.8,0,0,0,20.05,83.3,0.0,0,103.2,186.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,51,0,0,1,1,2,1,1,0,1,1,0,1,0,1,1,1,4,40,29.42,23,0,1,96.35,3915.4,0.0,0,1176.8000000000002,5092.200000000001,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,25,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,30,19.41,27,0,1,55.3,1530.6,0.0,0,582.3,2112.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58,0,0,1,1,3,1,1,0,0,0,0,0,0,24,0,1,8,6,31.73,0,0,0,25.4,153.3,0.0,0,190.38,343.68,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1,42,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,4,18,35.96,17,0,1,50.3,908.75,0.0,0,647.28,1556.03,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,51,0,0,0,1,3,1,0,1,0,0,1,0,1,1,1,0,0,3,39.55,56,1,0,64.5,177.4,0.0,60,118.65,356.05,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,62,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,4,30,5.56,8,0,0,49.9,1441.95,0.0,100,166.79999999999998,1708.75,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,35,0,0,1,0,0,1,0,1,1,1,1,1,1,24,0,1,8,72,35.06,26,1,1,84.45,6033.1,0.0,0,2524.32,8557.42,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,47,0,0,1,0,0,1,1,0,1,0,1,1,0,24,1,1,9,69,3.08,20,0,1,92.45,6460.55,0.0,0,212.52,6673.070000000001,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,50,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,65,41.78,14,1,1,111.05,7107.0,0.0,0,2715.7000000000003,9822.7,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,58,0,0,1,1,1,1,0,0,0,0,0,0,0,24,1,1,2,56,48.56,0,0,0,19.8,1119.9,0.0,0,2719.36,3839.26,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1,45,0,0,1,0,0,1,1,1,1,1,1,1,1,24,1,1,10,68,15.65,5,1,1,91.7,6424.7,0.0,0,1064.2,7488.9,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,39,0,0,1,1,2,1,0,0,1,1,0,1,1,12,0,1,8,28,7.73,13,1,1,100.35,2799.0,0.0,0,216.44,3015.44,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,52,0,0,0,0,0,1,1,0,1,1,0,1,1,24,1,0,0,72,24.53,12,1,1,100.9,7459.05,0.0,0,1766.16,9225.21,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,25,1,0,0,0,0,1,1,1,1,1,1,1,1,24,1,0,0,72,48.52,51,1,0,116.45,8013.55,0.0,90,3493.44,11596.99,0,1,0,0,0,0,1,0,0,0,0,0,1,0
